source_id,variant_index,paraphrase
key-qa-6,43,爸媽現在都加在哥哥公司健保底下，我這幾年開刀醫藥費很高，想移到我這邊加保，明年報稅列舉扣除額可以多一點，請問流程為何？
key-qa-6,44,我想請教，爸媽原本在哥哥公司加健保，我這幾年開刀醫藥費支出很高，若要改加在我這邊以便明年節稅，應該怎麼做？
key-qa-6,45,爸媽目前跟著哥哥公司加保健保，我因這幾年開刀醫藥費很高，想把他們的健保改到我名下，明年繳稅列舉扣除額能增加，請問該如何辦？
key-qa-6,46,原本父母都在哥哥的公司加健保，我這幾年開刀醫療支出高，想轉成父母加在我這裡，明年申報列舉扣除額可多一些，請問怎麼辦理？
key-qa-6,47,爸媽健保原本掛哥哥公司，我近幾年開刀醫藥費支出很大，想改掛到我這邊，讓明年報稅列舉扣除額增加並節稅，請問要怎麼做？
key-qa-6,48,父母目前由哥哥公司加健保，但我這幾年開刀醫藥費不少，想把父母健保改加在我這邊，明年繳稅時列舉扣除額比較多，該怎麼處理？
key-qa-6,49,我爸媽都在哥哥的公司加保健保，我這幾年開刀醫藥費支出高，想把爸媽轉到我這邊加保，明年報稅時可多列舉扣除，請問辦理方式？
key-qa-6,50,請問爸媽原先在哥哥公司加保健保，而我這幾年開刀醫藥費很高，想將爸媽的健保改加在我這邊，明年繳稅列舉扣除額增加，應該怎麼做？
key-qa-7,1,我似乎有欠費，請問要如何補繳？
key-qa-7,2,我可能有欠費，想請問怎麼補繳？
key-qa-7,3,我好像還有費用沒繳，要怎麼補繳？
key-qa-7,4,如果我有欠費，請問補繳方式是什麼？
key-qa-7,5,我不確定是不是有欠費，請問該怎麼補繳？
key-qa-7,6,我疑似有欠費，想知道要如何補繳。
key-qa-7,7,我好像有未繳的費用，請問怎麼補繳？
key-qa-7,8,請問我若有欠費，要怎麼繳清？
key-qa-7,9,我可能有未繳款項，請問補繳要怎麼辦？
key-qa-7,10,我想補繳欠費，請問該怎麼處理？
key-qa-7,11,我好像欠費了，請問要怎麼補繳？
key-qa-7,12,請問欠費的話，要如何辦理補繳？
key-qa-7,13,我似乎有費用尚未繳納，請問怎麼補繳？
key-qa-7,14,我想確認若有欠費，要怎麼補繳？
key-qa-7,15,我可能漏繳了，請問要如何補繳？
key-qa-7,16,我好像有欠款未繳，請問補繳方式？
key-qa-7,17,請問我有欠費時，補繳要怎麼做？
key-qa-7,18,我懷疑自己有欠費，請問如何補繳？
key-qa-7,19,我想辦理欠費補繳，請問怎麼申請？
key-qa-7,20,如果有費用沒繳，請問要怎麼補繳？
key-qa-7,21,我好像有一筆欠費，請問該如何補繳？
key-qa-7,22,請問未繳的費用要怎麼補繳？
key-qa-7,23,我可能還有欠費，想問補繳流程是什麼？
key-qa-7,24,我好像沒有繳清，請問要怎麼補繳？
key-qa-7,25,請問有欠費紀錄的話，要怎麼補繳？
key-qa-7,26,我想處理欠費，請問要如何補繳？
key-qa-7,27,我似乎有款項未繳，請問補繳怎麼辦？
key-qa-7,28,我可能欠費了，請問可以怎麼補繳？
key-qa-7,29,請問補繳欠費要怎麼辦理？
key-qa-7,30,我有點不確定是否欠費，若有要怎麼補繳？
key-qa-7,31,我好像有沒繳到的費用，請問補繳方式是？
key-qa-7,32,請問我若漏繳費用，要如何補繳？
key-qa-7,33,我想補繳可能欠的費用，請問怎麼做？
key-qa-7,34,我好像有欠繳，請問要怎麼處理補繳？
key-qa-7,35,請問欠繳的費用該怎麼補繳？
key-qa-7,36,我可能有欠繳費用，請問如何補繳？
key-qa-7,37,我想知道欠費要怎麼補繳。
key-qa-7,38,我似乎還有費用未繳，請問該怎麼補繳？
key-qa-7,39,請問如果發現有欠費，要如何補繳？
key-qa-7,40,我好像有未繳清的費用，請問補繳要怎麼辦？
key-qa-7,41,我想問一下，我如果有欠費要怎麼補繳？
key-qa-7,42,請問我疑似欠費，補繳要怎麼處理？
key-qa-7,43,我可能有漏掉的費用沒繳，請問怎麼補繳？
key-qa-7,44,請問要補繳欠費的話，該怎麼辦？
key-qa-7,45,我好像有欠繳款項，請問補繳方式為何？
key-qa-7,46,我似乎有未繳款，請問要怎麼補繳？
key-qa-7,47,請問有費用尚未繳納時，該如何補繳？
key-qa-7,48,我想把欠費補繳起來，請問要怎麼做？
key-qa-7,49,我可能有費用未繳清，請問如何辦理補繳？
key-qa-7,50,請問我好像欠費，該怎麼補繳？
key-qa-8,1,我本人的健保欠費可以在健保快譯通APP查詢嗎？
key-qa-8,2,健保快譯通APP能不能查到本人欠費？
key-qa-8,3,請問本人健保欠費是否可用健保快譯通APP查詢？
key-qa-8,4,我自己的健保欠費能在健保快譯通APP上看得到嗎？
key-qa-8,5,本人有健保欠費的話，健保快譯通APP查得到嗎？
key-qa-8,6,健保快譯通APP可以查詢我本人的欠費嗎？
key-qa-8,7,請問健保快譯通APP是否能查本人欠費？
key-qa-8,8,我可以透過健保快譯通APP查本人健保欠費嗎？
key-qa-8,9,本人健保欠費能否在健保快譯通APP查詢？
key-qa-8,10,健保快譯通APP查得到我自己的健保欠費嗎？
key-qa-8,11,想查本人健保欠費，可以用健保快譯通APP嗎？
key-qa-8,12,請問我本人的欠費資料能在健保快譯通APP查嗎？
key-qa-8,13,健保快譯通APP是否提供本人欠費查詢？
key-qa-8,14,我自己的欠費能不能用健保快譯通APP查？
key-qa-8,15,本人欠健保費，能在健保快譯通APP查詢嗎？
key-qa-8,16,請問健保快譯通APP可不可以查本人欠費？
key-qa-8,17,我想知道本人欠費是否能透過健保快譯通APP查詢？
key-qa-8,18,健保快譯通APP能查詢到我的健保欠費嗎？
key-qa-8,19,本人健保費欠費狀況可以在健保快譯通APP查嗎？
key-qa-8,20,請問我本人的健保欠費可否在健保快譯通APP查詢？
key-qa-8,21,我能用健保快譯通APP查自己的健保欠費嗎？
key-qa-8,22,健保快譯通APP可以看本人有沒有欠費嗎？
key-qa-8,23,本人欠費資料在健保快譯通APP上查得到嗎？
key-qa-8,24,請問本人欠的健保費能用健保快譯通APP查嗎？
key-qa-8,25,健保快譯通APP能否查詢我本人的健保欠費？
key-qa-8,26,我要查本人健保欠費，可以從健保快譯通APP查嗎？
key-qa-8,27,我本人的欠費紀錄可在健保快譯通APP查詢嗎？
key-qa-8,28,請問健保快譯通APP能查到我的欠費嗎？
key-qa-8,29,本人健保欠費是否能在健保快譯通APP查得到？
key-qa-8,30,健保快譯通APP可查我自己的欠費狀況嗎？
key-qa-8,31,我自己的健保欠費狀態可以用健保快譯通APP查嗎？
key-qa-8,32,請問本人欠費能透過健保快譯通APP查詢嗎？
key-qa-8,33,健保快譯通APP有辦法查本人健保欠費嗎？
key-qa-8,34,我是否可以在健保快譯通APP查本人欠費？
key-qa-8,35,本人欠的健保費，健保快譯通APP查得到嗎？
key-qa-8,36,請問用健保快譯通APP可以查我本人的健保欠費嗎？
key-qa-8,37,健保快譯通APP是否查得到本人欠費資料？
key-qa-8,38,我本人的健保欠費資訊能在健保快譯通APP查詢嗎？
key-qa-8,39,本人若有欠費，能用健保快譯通APP查嗎？
key-qa-8,40,健保快譯通APP可否查詢自己的健保欠費？
key-qa-8,41,請問自己的健保欠費能不能在健保快譯通APP查？
key-qa-8,42,我想查自己的健保欠費，健保快譯通APP可以嗎？
key-qa-8,43,本人欠費情形可以透過健保快譯通APP查詢嗎？
key-qa-8,44,健保快譯通APP能查我本人的欠費情形嗎？
key-qa-8,45,請問我自己的欠費狀況可在健保快譯通APP查詢嗎？
key-qa-8,46,本人健保欠費可不可以用健保快譯通APP查？
key-qa-8,47,健保快譯通APP能不能查詢本人的健保欠費資料？
key-qa-8,48,我本人的欠費是否可由健保快譯通APP查到？
key-qa-8,49,請問健保快譯通APP可以查到本人健保費欠費嗎？
key-qa-8,50,本人想查健保欠費，是否能使用健保快譯通APP？
key-qa-9,1,剛失業能不能跟哥哥一起加保？
key-qa-9,2,我剛失業，可以依附哥哥投保嗎？
key-qa-9,3,才剛失業，能跟著哥哥加健保嗎？
key-qa-9,4,剛沒工作了，可以掛在哥哥名下加保嗎？
key-qa-9,5,剛失業後，可以跟哥哥辦加保嗎？
key-qa-9,6,我剛失業，健保可以跟哥哥加保嗎？
key-qa-9,7,剛失業的人可以加保在哥哥那邊嗎？
key-qa-9,8,如果剛失業，可以跟哥哥一起投保嗎？
key-qa-9,9,剛失業時，能不能依附哥哥加保？
key-qa-9,10,我才剛失業，可以加在哥哥的健保嗎？
key-qa-9,11,剛離職失業，可以跟哥哥加保嗎？
key-qa-9,12,剛失去工作後，能跟哥哥加保嗎？
key-qa-9,13,我剛沒工作，是否可以跟哥哥加保？
key-qa-9,14,剛失業的狀況下，可以依附哥哥健保嗎？
key-qa-9,15,剛失業可以把健保加到哥哥那裡嗎？
key-qa-9,16,才剛沒有工作，可以跟哥哥辦理加保嗎？
key-qa-9,17,剛失業，能否跟哥哥一起加健保？
key-qa-9,18,我剛失業了，可以跟哥哥投保健保嗎？
key-qa-9,19,剛失業後，健保能跟著哥哥嗎？
key-qa-9,20,剛沒工作時，可以依附哥哥加健保嗎？
key-qa-9,21,我現在剛失業，可以掛哥哥的健保嗎？
key-qa-9,22,剛失業可不可以跟哥哥加健保？
key-qa-9,23,如果才剛失業，能加保到哥哥名下嗎？
key-qa-9,24,剛失業了，是否能跟哥哥加保？
key-qa-9,25,剛沒有工作，可以跟哥哥一起加保嗎？
key-qa-9,26,我剛失業，能辦在哥哥名下加保嗎？
key-qa-9,27,剛失業後，可以加在哥哥的投保單位嗎？
key-qa-9,28,才剛失業，健保能不能跟哥哥加保？
key-qa-9,29,剛失業的話，可以依附哥哥投保健保嗎？
key-qa-9,30,我剛沒工作了，能跟哥哥加健保嗎？
key-qa-9,31,剛失業可以用哥哥的身分加保嗎？
key-qa-9,32,剛失業是否可以改跟哥哥加保？
key-qa-9,33,我才剛沒有工作，可以掛在哥哥那邊加保嗎？
key-qa-9,34,剛失業的人，健保可以跟哥哥嗎？
key-qa-9,35,失業剛發生，可以跟哥哥一起加保嗎？
key-qa-9,36,我剛失業，能不能依附在哥哥名下投保？
key-qa-9,37,剛失業後，能加保在哥哥名下嗎？
key-qa-9,38,才剛沒工作，可以依附哥哥投保嗎？
key-qa-9,39,剛失業，可以請哥哥幫我加保嗎？
key-qa-9,40,我剛失業了，健保能否跟哥哥投保？
key-qa-9,41,剛失業能加到哥哥的健保裡嗎？
key-qa-9,42,剛沒有工作了，可以跟哥哥投保嗎？
key-qa-9,43,我剛失去工作，可以依附哥哥加保嗎？
key-qa-9,44,剛失業，是否可跟哥哥一起投保健保？
key-qa-9,45,才剛失業，可以把健保掛哥哥那邊嗎？
key-qa-9,46,剛失業以後，可以跟著哥哥加保嗎？
key-qa-9,47,我剛沒了工作，健保可以加在哥哥名下嗎？
key-qa-9,48,剛失業狀態，可以跟哥哥辦健保加保嗎？
key-qa-9,49,剛失業，健保是否能依附哥哥？
key-qa-9,50,我剛失業，可以改由哥哥那邊加保嗎？
